,TEAM,LOCATION,OPPONENT,DATE,W/L,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TOV,PF,+/-
350,TOR,Away,MIN,01/18/2020,W,240,122,47,91,51.6,13,35,37.1,15,17,88.2,7,35,42,25,13,9,14,23,10
351,MIN,Home,TOR,01/18/2020,L,240,112,38,94,40.4,14,50,28.0,22,27,81.5,12,37,49,34,8,5,17,18,-10
352,DET,Away,ATL,01/18/2020,W,240,136,51,86,59.3,15,32,46.9,19,25,76.0,11,30,41,31,12,8,18,18,33
353,ATL,Home,DET,01/18/2020,L,240,103,40,93,43.0,10,34,29.4,13,15,86.7,10,22,32,18,9,6,20,20,-33
354,UTA,Home,SAC,01/18/2020,W,240,123,43,85,50.6,14,42,33.3,23,24,95.8,10,37,47,24,7,4,10,14,22
355,SAC,Away,UTA,01/18/2020,L,240,101,42,86,48.8,10,26,38.5,7,12,58.3,7,30,37,20,3,3,10,23,-22
356,LAL,Away,HOU,01/18/2020,W,240,124,45,93,48.4,11,33,33.3,23,32,71.9,15,34,49,25,13,9,17,27,9
357,HOU,Home,LAL,01/18/2020,L,240,115,40,90,44.4,12,37,32.4,23,29,79.3,11,35,46,20,8,4,20,26,-9
358,PHX,Away,BOS,01/18/2020,W,240,123,42,89,47.2,13,31,41.9,26,30,86.7,10,42,52,27,6,6,15,16,4
359,BOS,Home,PHX,01/18/2020,L,240,119,42,96,43.8,15,42,35.7,20,22,90.9,4,35,39,26,11,6,11,24,-4
360,BKN,Home,MIL,01/18/2020,L,240,97,33,99,33.3,15,49,30.6,16,17,94.1,12,35,47,23,11,7,17,19,-20
361,MIL,Away,BKN,01/18/2020,W,240,117,45,89,50.6,17,37,45.9,10,16,62.5,5,49,54,30,8,6,20,16,20
362,PHI,Away,NYK,01/18/2020,W,240,90,34,78,43.6,10,32,31.3,12,19,63.2,5,36,41,26,8,6,14,19,3
363,NYK,Home,PHI,01/18/2020,L,240,87,35,88,39.8,6,25,24.0,11,18,61.1,12,36,48,20,4,5,14,18,-3
364,CHI,Home,CLE,01/18/2020,W,240,118,48,87,55.2,9,25,36.0,13,17,76.5,4,22,26,25,18,4,12,24,2
365,CLE,Away,CHI,01/18/2020,L,240,116,40,73,54.8,15,29,51.7,21,23,91.3,7,29,36,27,5,5,27,18,-2
366,ORL,Away,GSW,01/18/2020,L,240,95,39,86,45.3,9,31,29.0,8,13,61.5,9,37,46,21,7,5,15,12,-14
367,GSW,Home,ORL,01/18/2020,W,240,109,43,94,45.7,12,40,30.0,11,11,100,7,37,44,25,9,2,11,13,14
368,MEM,Home,CLE,01/17/2020,W,240,113,45,89,50.6,9,28,32.1,14,20,70.0,7,37,44,32,11,8,12,19,4
369,CLE,Away,MEM,01/17/2020,L,240,109,41,92,44.6,9,36,25.0,18,26,69.2,16,34,50,18,6,2,15,19,-4
370,OKC,Home,MIA,01/17/2020,L,240,108,37,84,44.0,18,46,39.1,16,18,88.9,6,29,35,29,4,5,10,20,-7
371,MIA,Away,OKC,01/17/2020,W,240,115,41,84,48.8,14,36,38.9,19,24,79.2,6,39,45,26,4,3,11,23,7
372,WAS,Away,TOR,01/17/2020,L,240,111,40,89,44.9,15,35,42.9,16,23,69.6,13,30,43,19,9,3,28,16,-29
373,TOR,Home,WAS,01/17/2020,W,240,140,52,91,57.1,22,43,51.2,14,16,87.5,7,34,41,35,16,2,19,24,29
374,POR,Away,DAL,01/17/2020,L,240,112,44,85,51.8,9,30,30.0,15,22,68.2,8,32,40,25,6,5,12,22,-8
375,DAL,Home,POR,01/17/2020,W,240,120,39,89,43.8,20,47,42.6,22,28,78.6,13,30,43,19,6,4,13,17,8
376,IND,Home,MIN,01/17/2020,W,240,116,46,82,56.1,8,24,33.3,16,20,80.0,4,37,41,24,4,8,13,20,2
377,MIN,Away,IND,01/17/2020,L,240,114,40,88,45.5,17,39,43.6,17,21,81.0,7,29,36,22,4,1,13,19,-2
378,SAS,Home,ATL,01/17/2020,L,240,120,45,98,45.9,8,29,27.6,22,23,95.7,14,34,48,28,12,6,15,27,-1
379,ATL,Away,SAS,01/17/2020,W,240,121,41,82,50.0,19,40,47.5,20,27,74.1,8,35,43,21,10,6,19,18,1
380,PHI,Home,CHI,01/17/2020,W,240,100,40,82,48.8,9,29,31.0,11,11,100,9,35,44,30,9,7,13,12,11
381,CHI,Away,PHI,01/17/2020,L,240,89,35,81,43.2,8,35,22.9,11,15,73.3,6,31,37,21,8,3,17,14,-11
382,UTA,Away,NOP,01/16/2020,L,265,132,46,100,46.0,15,39,38.5,25,32,78.1,11,32,43,23,9,6,13,29,-6
383,NOP,Home,UTA,01/16/2020,W,265,138,51,93,54.8,11,26,42.3,25,35,71.4,9,36,45,29,8,9,13,27,6
384,MIL,Home,BOS,01/16/2020,W,240,128,43,87,49.4,16,31,51.6,26,37,70.3,7,43,50,21,6,6,10,22,5
385,BOS,Away,MIL,01/16/2020,L,240,123,43,98,43.9,15,49,30.6,22,27,81.5,10,33,43,16,4,7,8,25,-5
386,ORL,Away,LAC,01/16/2020,L,240,95,36,92,39.1,14,42,33.3,9,16,56.3,6,36,42,24,4,4,9,21,-27
387,LAC,Home,ORL,01/16/2020,W,240,122,47,95,49.5,14,32,43.8,14,20,70.0,10,49,59,29,4,4,10,17,27
388,PHX,Away,NYK,01/16/2020,W,240,121,47,92,51.1,12,30,40.0,15,18,83.3,14,39,53,31,11,4,19,22,23
389,NYK,Home,PHX,01/16/2020,L,240,98,37,90,41.1,8,26,30.8,16,24,66.7,10,30,40,21,12,3,18,21,-23
390,GSW,Home,DEN,01/16/2020,L,265,131,42,95,44.2,20,45,44.4,27,31,87.1,10,32,42,36,12,6,19,20,-3
391,DEN,Away,GSW,01/16/2020,W,265,134,47,100,47.0,17,35,48.6,23,26,88.5,15,41,56,31,11,6,21,23,3
392,TOR,Away,OKC,01/15/2020,W,240,130,52,85,61.2,15,27,55.6,11,15,73.3,5,31,36,33,13,1,19,23,9
393,OKC,Home,TOR,01/15/2020,L,240,121,43,85,50.6,16,42,38.1,19,20,95.0,4,27,31,32,14,3,20,17,-9
394,IND,Away,MIN,01/15/2020,W,240,104,44,85,51.8,7,23,30.4,9,12,75.0,7,38,45,27,7,3,15,15,5
395,MIN,Home,IND,01/15/2020,L,240,99,38,88,43.2,11,28,39.3,12,16,75.0,10,35,45,26,6,7,15,14,-5
396,CHA,Away,DEN,01/15/2020,L,240,86,33,81,40.7,12,35,34.3,8,14,57.1,9,33,42,28,4,6,15,24,-14
397,DEN,Home,CHA,01/15/2020,W,240,100,38,79,48.1,9,28,32.1,15,25,60.0,3,37,40,28,8,7,13,18,14
398,SAC,Home,DAL,01/15/2020,L,240,123,50,96,52.1,12,33,36.4,11,20,55.0,11,31,42,28,5,0,8,22,-4
399,DAL,Away,SAC,01/15/2020,W,240,127,47,92,51.1,13,40,32.5,20,24,83.3,13,34,47,24,4,2,11,18,4
400,SAS,Away,MIA,01/15/2020,L,240,100,39,89,43.8,10,33,30.3,12,15,80.0,6,35,41,22,8,4,8,17,-6
401,MIA,Home,SAS,01/15/2020,W,240,106,41,88,46.6,17,40,42.5,7,13,53.8,8,41,49,26,4,5,10,14,6
402,POR,Away,HOU,01/15/2020,W,240,117,41,95,43.2,11,36,30.6,24,29,82.8,12,46,58,22,6,4,8,19,10
403,HOU,Home,POR,01/15/2020,L,240,107,38,96,39.6,16,49,32.7,15,23,65.2,12,38,50,24,4,4,12,22,-10
404,DET,Away,BOS,01/15/2020,W,240,116,47,78,60.3,12,32,37.5,10,19,52.6,3,31,34,30,8,4,13,19,13
405,BOS,Home,DET,01/15/2020,L,240,103,41,83,49.4,9,28,32.1,12,20,60.0,13,31,44,21,7,2,15,17,-13
406,WAS,Away,CHI,01/15/2020,L,240,106,37,79,46.8,11,27,40.7,21,26,80.8,7,31,38,25,8,6,17,17,-9
407,CHI,Home,WAS,01/15/2020,W,240,115,43,85,50.6,14,38,36.8,15,22,68.2,8,33,41,26,11,5,15,19,9
408,ORL,Away,LAL,01/15/2020,W,240,119,43,94,45.7,10,26,38.5,23,29,79.3,13,35,48,22,10,2,13,15,1
409,LAL,Home,ORL,01/15/2020,L,240,118,48,97,49.5,15,38,39.5,7,11,63.6,13,35,48,34,7,6,16,20,-1
410,PHI,Home,BKN,01/15/2020,W,240,117,45,88,51.1,11,30,36.7,16,25,64.0,13,36,49,25,7,11,12,23,11
411,BKN,Away,PHI,01/15/2020,L,240,106,38,87,43.7,12,25,48.0,18,30,60.0,11,33,44,20,9,1,15,22,-11
412,MEM,Home,HOU,01/14/2020,W,240,121,46,91,50.5,13,37,35.1,16,19,84.2,7,35,42,29,6,9,9,19,11
413,HOU,Away,MEM,01/14/2020,L,240,110,37,86,43.0,14,45,31.1,22,24,91.7,9,32,41,18,4,2,16,23,-11
414,PHX,Away,ATL,01/14/2020,L,240,110,40,87,46.0,4,20,20.0,26,32,81.3,10,30,40,20,9,6,12,19,-13
415,ATL,Home,PHX,01/14/2020,W,240,123,46,93,49.5,14,31,45.2,17,20,85.0,12,34,46,25,3,10,17,25,13
416,NYK,Away,MIL,01/14/2020,L,240,102,36,102,35.3,11,37,29.7,19,26,73.1,12,37,49,26,7,3,11,21,-26
417,MIL,Home,NYK,01/14/2020,W,240,128,45,92,48.9,15,36,41.7,23,28,82.1,8,51,59,27,4,8,14,22,26
418,LAC,Home,CLE,01/14/2020,W,240,128,49,94,52.1,15,38,39.5,15,21,71.4,14,39,53,29,7,8,11,12,25
419,CLE,Away,LAC,01/14/2020,L,240,103,38,91,41.8,14,37,37.8,13,15,86.7,8,32,40,25,5,6,13,21,-25
420,UTA,Away,BKN,01/14/2020,W,240,118,46,92,50.0,13,36,36.1,13,15,86.7,7,34,41,19,8,3,9,15,11
421,BKN,Home,UTA,01/14/2020,L,240,107,45,90,50.0,8,26,30.8,9,15,60.0,11,32,43,22,4,4,12,13,-11
422,GSW,Home,DAL,01/14/2020,L,240,97,39,87,44.8,9,32,28.1,10,13,76.9,7,29,36,27,4,1,14,16,-27
423,DAL,Away,GSW,01/14/2020,W,240,124,49,96,51.0,13,37,35.1,13,21,61.9,15,38,53,23,5,2,8,17,27
424,OKC,Away,MIN,01/13/2020,W,240,117,41,82,50.0,12,30,40.0,23,26,88.5,7,44,51,25,4,6,15,16,13
425,MIN,Home,OKC,01/13/2020,L,240,104,38,91,41.8,12,35,34.3,16,21,76.2,9,28,37,23,10,6,10,21,-13
426,SAC,Home,ORL,01/13/2020,L,240,112,45,87,51.7,12,31,38.7,10,11,90.9,4,40,44,25,6,4,12,21,-2
427,ORL,Away,SAC,01/13/2020,W,240,114,40,92,43.5,9,29,31.0,25,30,83.3,12,34,46,17,6,5,8,12,2
428,PHI,Away,IND,01/13/2020,L,240,95,37,89,41.6,6,33,18.2,15,19,78.9,12,40,52,17,6,4,13,21,-6
429,IND,Home,PHI,01/13/2020,W,240,101,33,86,38.4,10,26,38.5,25,31,80.6,13,37,50,24,6,6,9,14,6
430,CHA,Away,POR,01/13/2020,L,240,112,40,90,44.4,18,38,47.4,14,18,77.8,10,32,42,24,7,3,8,20,-3
431,POR,Home,CHA,01/13/2020,W,240,115,42,83,50.6,16,37,43.2,15,19,78.9,9,38,47,26,4,5,13,21,3
432,DET,Home,NOP,01/13/2020,L,265,110,40,99,40.4,11,32,34.4,19,24,79.2,5,38,43,27,11,8,9,25,-7
433,NOP,Away,DET,01/13/2020,W,265,117,43,103,41.7,9,26,34.6,22,27,81.5,17,44,61,23,6,5,19,19,7
434,CHI,Away,BOS,01/13/2020,L,240,101,37,81,45.7,6,25,24.0,21,26,80.8,7,31,38,16,5,5,14,22,-12
435,BOS,Home,CHI,01/13/2020,W,240,113,39,83,47.0,9,23,39.1,26,29,89.7,10,33,43,28,7,6,12,19,12
436,LAL,Home,CLE,01/13/2020,W,240,128,48,88,54.5,11,30,36.7,21,28,75.0,11,34,45,33,8,3,9,25,29
437,CLE,Away,LAL,01/13/2020,L,240,99,38,85,44.7,7,25,28.0,16,24,66.7,10,30,40,21,4,1,20,22,-29
438,MEM,Home,GSW,01/12/2020,W,240,122,45,100,45.0,11,35,31.4,21,25,84.0,18,42,60,33,17,7,17,16,20
439,GSW,Away,MEM,01/12/2020,L,240,102,35,92,38.0,17,34,50.0,15,21,71.4,12,35,47,23,11,6,22,18,-20
440,TOR,Home,SAS,01/12/2020,L,240,104,39,96,40.6,17,48,35.4,9,11,81.8,8,37,45,30,7,3,12,23,-1
441,SAS,Away,TOR,01/12/2020,W,240,105,38,87,43.7,7,32,21.9,22,30,73.3,9,42,51,24,6,5,11,11,1
442,WAS,Home,UTA,01/12/2020,L,240,116,47,93,50.5,7,22,31.8,15,17,88.2,9,28,37,28,5,4,10,18,-11
443,UTA,Away,WAS,01/12/2020,W,240,127,48,90,53.3,10,30,33.3,21,25,84.0,12,32,44,24,6,2,11,18,11
444,LAC,Away,DEN,01/12/2020,L,240,104,38,84,45.2,8,33,24.2,20,26,76.9,10,32,42,21,8,5,14,26,-10
445,DEN,Home,LAC,01/12/2020,W,240,114,37,77,48.1,11,25,44.0,29,37,78.4,9,35,44,24,7,4,14,26,10
446,BKN,Home,ATL,01/12/2020,W,240,108,41,77,53.2,10,26,38.5,16,29,55.2,7,55,62,25,8,2,26,20,22
447,ATL,Away,BKN,01/12/2020,L,240,86,32,97,33.0,12,48,25.0,10,11,90.9,4,29,33,23,16,4,12,23,-22
448,CHA,Away,PHX,01/12/2020,L,240,92,36,86,41.9,8,35,22.9,12,18,66.7,8,29,37,25,10,3,16,19,-8
449,PHX,Home,CHA,01/12/2020,W,240,100,41,82,50.0,7,21,33.3,11,18,61.1,12,39,51,22,8,5,18,19,8
450,NYK,Home,MIA,01/12/2020,W,240,124,46,90,51.1,9,31,29.0,23,28,82.1,10,29,39,24,11,3,6,23,3
451,MIA,Away,NYK,01/12/2020,L,240,121,42,78,53.8,14,35,40.0,23,28,82.1,8,31,39,24,1,5,15,24,-3
452,OKC,Home,LAL,01/11/2020,L,240,110,43,92,46.7,9,31,29.0,15,17,88.2,5,32,37,23,6,6,7,13,-15
453,LAL,Away,OKC,01/11/2020,W,240,125,51,99,51.5,15,32,46.9,8,10,80.0,12,42,54,21,3,4,12,17,15
454,DEN,Home,CLE,01/11/2020,L,240,103,41,95,43.2,8,39,20.5,13,18,72.2,11,31,42,23,9,4,5,13,-8
455,CLE,Away,DEN,01/11/2020,W,240,111,44,89,49.4,12,37,32.4,11,13,84.6,12,43,55,22,5,1,15,19,8
456,PHI,Away,DAL,01/11/2020,L,240,91,37,98,37.8,9,37,24.3,8,12,66.7,14,29,43,22,11,5,4,20,-18
457,DAL,Home,PHI,01/11/2020,W,240,109,40,79,50.6,11,27,40.7,18,27,66.7,11,43,54,22,4,8,16,20,18
458,POR,Home,MIL,01/11/2020,L,240,101,37,95,38.9,10,36,27.8,17,21,81.0,8,40,48,17,6,4,13,20,-21
459,MIL,Away,POR,01/11/2020,W,240,122,47,103,45.6,14,38,36.8,14,20,70.0,10,50,60,21,6,5,10,16,21
460,DET,Home,CHI,01/11/2020,L,240,99,36,78,46.2,9,28,32.1,18,27,66.7,12,30,42,22,7,4,19,20,-9
461,CHI,Away,DET,01/11/2020,W,240,108,42,83,50.6,11,35,31.4,13,14,92.9,9,29,38,24,11,6,15,21,9
462,MIN,Away,HOU,01/11/2020,L,240,109,36,95,37.9,13,48,27.1,24,36,66.7,13,31,44,28,12,4,18,18,-30
463,HOU,Home,MIN,01/11/2020,W,240,139,49,95,51.6,18,45,40.0,23,29,79.3,12,46,58,29,9,6,22,24,30
464,NOP,Away,BOS,01/11/2020,L,240,105,40,100,40.0,14,45,31.1,11,18,61.1,15,28,43,29,4,6,16,19,-35
465,BOS,Home,NOP,01/11/2020,W,240,140,55,100,55.0,14,29,48.3,16,18,88.9,10,43,53,29,14,3,11,23,35
466,MEM,Home,SAS,01/10/2020,W,240,134,52,100,52.0,16,38,42.1,14,16,87.5,11,38,49,39,5,6,8,20,13
467,SAS,Away,MEM,01/10/2020,L,240,121,42,87,48.3,17,40,42.5,20,23,87.0,5,32,37,29,3,6,11,17,-13
